GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Materials,Materials,Metals & Mining,ALUMINUM CORP OF CHINA  -ADR,-47.96,298.847,-238.836,36.289,438.268,170.252,282.55,-312.042,,,239.591,255.58,-245.215,382.923,787.626,692.295,,16
Materials,Materials,Metals & Mining,AMCOL INTERNATIONAL CORP,174.652,-166.43,5.277,-2.072,4.069,-1.597,1.808,7.477,-5.841,8.228,-0.407,-2.692,15.9,7.8,,,,14
Materials,Materials,Containers & Packaging,AMCOR LTD  -ADR,7.583,52.581,,,52.14,70.619,-110.454,-114.459,225.472,-87.558,123.045,-5.473,127.745,40.693,160.165,192.3,-184.1,17
Materials,Materials,Chemicals,AMERICAN BILTRITE INC,-10.426,-0.055,3.357,-16.201,30.732,-5.507,-8.004,9.005,-12.113,-1.605,0.465,0.112,0.625,-0.699,-0.66,0.005,,16
Materials,Materials,Containers & Packaging,AMERICAN BK NT HOLOGRAPHICS,7.66,-0.558,1.291,2.682,4.017,-2.243,6.225,,,,,,,,,,,7
Materials,Materials,Metals & Mining,AMERICAN INTL VENTURES INC,,,,,,,,,,,,,-0.061,0.002,0.009,0.124,,4
Materials,Materials,Metals & Mining,AMERICAN LITHIUM MINERALS,,,,,,,,,0.001,1.232,-0.807,,,,,,,3
Materials,Materials,Chemicals,AMERICAN PACIFIC CORP,-10.306,21.343,14.355,-38.686,-3.363,13.436,-30.341,14.554,5.467,-5.212,2.304,6.718,0.479,29.682,,,,14
Materials,Materials,Metals & Mining,AMERICAN RARE EARTHS & MTRLS,-0.012,0,0.001,,0.003,-0.002,0.262,1.488,-0.981,0.278,-0.535,-0.257,,,,,,11
Materials,Materials,Chemicals,AMERICAN SOIL TECHNOLOGIES,0.089,-0.088,0.006,-0.028,0.021,0.22,-0.192,-0.045,-0.029,0.007,-0.012,0.002,,,0,0.001,,14
Materials,Materials,Paper & Forest Products,AMERICAN TISSUE INC,-0.85,,,,,,,,,,,,,,,,,1
Materials,Materials,Chemicals,AMERICAN VANGUARD CORP,-0.189,0.492,2.422,-2.388,-0.43,0.885,0.502,1.357,-1.972,-0.846,0.775,33.927,3.391,-31.796,-1.795,0.639,,16
Materials,Materials,Metals & Mining,AMERICAN WENSHEN STEEL GROUP,,,,,,,,,0.09,-0.066,,,,,,,,2
Materials,Materials,Metals & Mining,AMERISTEEL CORP,3.279,-0.869,,,,,,,,,,,,,,,,2
Materials,Materials,Metals & Mining,AMERN GRAPHITE TECHNOLOGIES,,,,,,,,,,,,,0.03,0.087,0.191,-0.193,,4
Materials,Materials,Metals & Mining,AMEX EXPLORATION INC,,,,,,,,,,,,,-0.047,0.296,0.033,-0.46,,4
Materials,Materials,Metals & Mining,AMPCO-PITTSBURGH CORP,1.538,-4.347,14.171,7.95,-4.149,-3.426,48.17,15.543,9.98,-15.166,3.58,-0.133,9.001,19.021,-0.812,-1.976,,16
Materials,Materials,Containers & Packaging,ANCHOR GLASS CONTAINER CORP,-0.746,1.677,-0.065,22.732,-22.972,,,,,,,,,,,,,5
Materials,Materials,Metals & Mining,ANFIELD RESOURCES INC,,,,,,,,,,,,,-0.935,0.029,-0.027,0.116,,4
Materials,Materials,Metals & Mining,ANGLO AMERICAN PLC  -ADR,-209,226,60,-51,902,538,-339,34,-143,575,,,,,-955,142,,16
Materials,Materials,Metals & Mining,ANGLOGOLD ASHANTI LTD  -ADR,-298,-4,222,92,-193,-80,286,1,98,525,-514,526,-220,-264,-160,16,,16
Materials,Materials,Metals & Mining,ANGUS MINING INC,,,,,,,,,,,,,-0.674,-0.167,,,,2
Materials,Materials,Construction Materials,ANNEC GREEN REFRACTORIES CP,,,,,,,,,,,,-1.162,0.038,-0.216,,,,3
Materials,Materials,Chemicals,ANSCOTT INDUSTRIES INC,-0.024,0.214,-0.349,0.07,,,,,,,,,,,,,,4
Materials,Materials,Metals & Mining,APOLLO SOLAR ENERGY INC,0,0,0,0,0,0,0,0,2.255,-4.366,2.168,-2.312,0.576,-0.015,-0.825,,,15
Materials,Materials,Paper & Forest Products,APPLETON PAPERS INC,-6.068,,-11.312,5.292,40.256,-51.516,1.553,24.863,-40.658,5.783,-6.191,3.469,-5.39,-0.051,,,,13
Materials,Materials,Containers & Packaging,APPLIED EXTRUSION TECH,-2.058,18.911,-4.618,-14.723,-2.051,,,,,,,,,,,,,5
Materials,Materials,Metals & Mining,APPLIED MINERALS INC,,,,,,2.009,-1.999,0.994,-0.308,0.682,0.057,8.528,-6.814,5.329,2.016,-8.899,,11
Materials,Materials,Containers & Packaging,APTARGROUP INC,23.143,-7.546,42.192,74.777,5.386,-52.733,52.941,143.163,-121.667,140.892,43.463,1.189,-147.861,80.106,89.901,90.139,,16
Materials,Materials,Paper & Forest Products,ARACRUZ CELULOSE SA  -ADR,-294.499,2.034,5.349,40.81,-29.81,-2.36,14.3,4.907,6.712,,,,,,,,,9
Materials,Materials,Metals & Mining,ARCELORMITTAL -ADR,44,-129,-8,3,,-460,,,-284,,411,,577,,,109,,16
Materials,Materials,Chemicals,ARCH CHEMICALS INC,7,-15.1,8.2,52.6,9.8,-31.5,39.3,-8.7,-22.9,19.3,140.1,,,,,,,11
Materials,Materials,Chemicals,ARIZONA CHEMICAL LTD-REDH,,,,,,,,,-4.038,12.975,,,,,,,,2
Materials,Materials,Metals & Mining,ARIZONA STAR RESOURCE CORP,,,,-0.074,3.366,-2.101,-1.858,,,,,,,,,,,4
Materials,Materials,Chemicals,ARROW MAGNOLIA INTL INC,-0.201,-0.186,-0.456,0.604,,,,,,,,,,,,,,4
Materials,Materials,Metals & Mining,ASANKO GOLD INC,,,,,,0.141,11.551,1.056,-10.503,24.331,185.688,-38.721,7.004,-30.01,54.078,-113.88,,11
Materials,Materials,Metals & Mining,ASHANTI GOLDFIELDS LTD  -ADR,-1.7,-10.4,-3.3,,,,,,,,,,,,,,,3
Materials,Materials,Chemicals,ASHLAND GLOBAL HOLDINGS INC,-43,169,-146,133,20,742,835,-923,-11,-534,65,320,-214,-177,,-136,-69,17
Materials,Materials,Construction Materials,ASI LIQUIDATING CORP,0.183,-0.205,-0.022,0.279,0.5,,,,,,,,,,,,,5
Materials,Materials,Paper & Forest Products,ASIA PAC RES INTL HLD  -CL A,-9.791,,,,,,,,,,,,,,,,,1
Materials,Materials,Chemicals,ASIA PACIFIC RESOURCES LTD,-3.149,-0.169,3.224,-4.217,5.612,-4.175,,,,,,,,,,,,6
Materials,Materials,Chemicals,AT PLASTICS INC,-0.692,11.644,-11.858,,,,,,,,,,,,,,,3
Materials,Materials,Metals & Mining,ATC VENTURES GROUP INC,,-0.095,-0.067,0.008,2.379,-1.369,-0.775,0.004,-0.26,-0.167,0.001,,,,,,,10
Materials,Materials,Metals & Mining,ATCHISON CASTING CORP,-0.091,-2.486,0.254,,,,,,,,,,,,,,,3
Materials,Materials,Chemicals,ATLANTIS PLASTICS INC,0.157,-1.508,0.288,1.776,-2.95,0.127,-0.119,,,,,,,,,,,7
Materials,Materials,Metals & Mining,ATLAS MINERALS INC,-0.083,0.298,-0.021,-0.38,,,,,,,,,,,,,,4
Materials,Materials,Metals & Mining,ATLATSA RESOURCES CORP,,,0.575,1.826,7.92,-8.884,7.025,-5.711,-2.681,26.698,-5.178,-9.658,-1.37,24.513,-28.02,-3.362,,14
Materials,Materials,Metals & Mining,AUEX VENTURES INC,,,,,,,1.973,2.974,-1.879,12.68,-2.407,,,,,,,5
Materials,Materials,Metals & Mining,AUGUSTA RESOURCE CORP,,,,,0.82,1.083,6.38,16.128,-13.337,-1.315,25.258,-0.489,-1.967,-26.783,,,,10
Materials,Materials,Metals & Mining,AURCANA CORP,,,,,,,,,,1.069,19.188,14.383,-26.533,10.25,-18.671,-1.317,,7
Materials,Materials,Metals & Mining,AURICO METALS INC,,,,,,,,,,,,,,0.447,1.147,6.57,,3
Materials,Materials,Metals & Mining,AURIZON MINES LTD,,-0.882,6.744,11.328,-12.584,11.106,-13.341,15.557,7.761,75.29,26.22,72.92,-9.293,,,,,12
Materials,Materials,Metals & Mining,AURORA GOLD CORP,0,-0.002,0.001,0.014,-0.014,0.163,0.114,-0.274,0.013,0.54,0.022,-0.342,3.726,-3.909,,,,14
Materials,Materials,Metals & Mining,AURUM INC,,,,,,,,,,-0.009,0.039,-0.029,0.009,-0.006,,,,5
Materials,Materials,Metals & Mining,AVALON ADVANCED MATERIALS,,,,,,,,,,-4.317,0.872,65.345,-33.014,-26.517,-3.957,-0.582,-2.962,8
Materials,Materials,Containers & Packaging,AVERY DENNISON CORP,4.5,7.7,3.7,6.7,55.3,13.7,-40,13,34,32.6,-10.6,50.5,57.4,116.2,-124.6,-48.4,,16
Materials,Materials,Metals & Mining,AVINO SILVER&GOLD MINES LTD,0.001,-0.003,0.012,2.12,-0.443,0.685,6.766,-4.76,-2.261,-0.713,6.217,-3.708,-1.252,-0.184,0.353,2.33,,16
Materials,Materials,Chemicals,AXALTA COATING SYSTEMS LTD,,,,,,,,,,,,,9.9,459.3,-77.2,102.9,,4
Materials,Materials,Chemicals,AXIALL CORP,-2.382,7.988,-2.011,-6.054,19.123,-6.79,-4.657,-0.414,80.748,-51.178,83.961,-34.183,111.739,-33.8,0.3,91.2,,16
Materials,Materials,Construction Materials,AXION INTL HOLDINGS INC,-3.834,-1.474,1.763,-1.162,-1.085,-0.245,0.735,-0.931,0.139,1.119,-0.371,1.197,-1.636,0.537,-0.662,,,15
Materials,Materials,Metals & Mining,AXMIN INC,,,,,,,,,,,,,-13.63,-0.828,-0.261,-0.014,,4
Materials,Materials,Metals & Mining,B2GOLD CORP,,,,,,,,,,,,32.28,-34.343,184.787,-120.172,-47.421,,5
Materials,Materials,Paper & Forest Products,BADGER PAPER MILLS INC,0.311,-0.316,0.438,-0.446,-0.23,,,,,,,,,,,,,5
Materials,Materials,Chemicals,BAIRNCO CORP,0.285,-0.189,-0.051,0.091,2.655,1.862,-3.444,,,,,,,,,,,7
Materials,Materials,Chemicals,BALCHEM CORP  -CL B,1.369,0.052,-1.389,7.508,3.495,0.262,-7.807,-2.882,1.115,43.01,30.821,37.528,29.956,64.01,-158.46,34.508,,16
Materials,Materials,Containers & Packaging,BALL CORP,-10.2,57.5,176.1,-222.7,162.2,-137.7,90.5,0.1,-24.2,83.2,-58.6,13.8,8.3,241.9,-224.6,32.6,,16
Materials,Materials,Paper & Forest Products,BALTEK CORP,0.371,-0.765,1.44,,,,,,,,,,,,,,,3
Materials,Materials,Chemicals,BALTIC INTL USA INC,-0.837,,,,,,,,,,,,,,,,,1
Materials,Materials,Metals & Mining,BANKS ISLAND GOLD LTD,,,,,,,,,,,,,2.853,-2.944,-0.047,,,3
Materials,Materials,Metals & Mining,BANRO CORP,,,,-0.289,8.118,-7.405,4.311,-3.795,0.187,42.115,23.088,-57.86,17.353,-22.597,-3.45,1.26,,13
Materials,Materials,Metals & Mining,BARRICK GOLD CORP,123,-242,470,-74,428,-361,,-836,-770,,,,-652,327,275,-244,,16
Materials,Materials,Metals & Mining,BARZEL INDUSTRIES INC,,,,,,,,19.376,5.66,,,,,,,,,2
Materials,Materials,Chemicals,BASF SE  -ADR,-498.122,-217.451,-121.626,326.766,,,-97.13,-98.716,,,-453.8,720.002,-357.341,231.487,-131.901,567.926,,16
Materials,Materials,Metals & Mining,BAYOU STEEL CORP  -CL A,-13.645,-17.447,0.057,0.121,-0.058,5.002,,,,,,,,,,,,6
Materials,Materials,Paper & Forest Products,BEAR ISLAND PAPER CO LLC,-0.299,0.204,-0.324,1.97,,,,,,,,,,,,,,4
Materials,Materials,Chemicals,BEESFREE INC,,,,,,,,,,,,,-1.01,0.111,,,,2
Materials,Materials,Metals & Mining,BEMA GOLD CORP,-0.175,0.908,12.525,14.115,56.338,-10.845,,,,,,,,,,,,6
Materials,Materials,Containers & Packaging,BEMIS CO INC,10.723,6.191,21.3,20.075,17.422,-2.773,21.035,35.249,-103.955,,,49.392,4.3,27.6,-94.6,12.1,15,17
Materials,Materials,Metals & Mining,BENGUET CORP  -CL B,0.18,1.727,-1.11,,,,,,,,,,,,,,,3
Materials,Materials,Containers & Packaging,BERES INDUSTRIES INC,-0.208,0.032,,,,,,,,,,,,,,,,2
Materials,Materials,Containers & Packaging,BERRY PLASTICS CORP,-0.492,-0.822,14.381,10.579,-25.928,24.492,-5.207,-68.6,175.1,-179.7,138,-106,,,,,,12
Materials,Materials,Containers & Packaging,BERRY PLASTICS GROUP INC,,,,,,,,,,,138,-106,45,55,-13,99,95,7
Materials,Materials,Metals & Mining,BETHLEHEM STEEL CORP,10.3,-5.7,-36.4,,,,,,,,,,,,,,,3
Materials,Materials,Metals & Mining,BHP BILLITON GROUP (AUS)-ADR,212,88,-8,541,154,-282,-447,,,,,,,,,,,17
Materials,Materials,Metals & Mining,BHP BILLITON GROUP (GBR)-ADR,,,148,-126,-16,363,-447,,,,,,,,,,,15
Materials,Materials,Containers & Packaging,BIO-PAPPEL  SAB  -ADR,-7.583,-30.175,-24.286,36.679,13.834,-15.005,-24.294,5.211,16.81,15.683,-19.63,16.642,24.902,5.657,-2.083,87.886,,16
Materials,Materials,Chemicals,BIOAMBER INC,,,,,,,,,,,,46.689,-22.884,58.656,-32.685,-44.069,,5
Materials,Materials,Chemicals,BIOLARGO INC,3.622,-3.982,-0.44,0,,0.283,-0.054,0.228,-0.367,0.045,0.29,-0.297,0.022,-0.059,0.062,1.609,,15
Materials,Materials,Chemicals,BIONEUTRAL GROUP INC,,,,,,,,,,0.054,-0.08,-0.056,-0.003,0,,,,5
Materials,Materials,Metals & Mining,BIRCH MOUNTAIN RESOURCES LTD,,,,1.37,3.013,23.059,-26.585,8.245,,,,,,,,,,5
Materials,Materials,Metals & Mining,BIRMINGHAM STEEL CORP,0,0,-0.18,,,,,,,,,,,,,,,3
Materials,Materials,Metals & Mining,BLACK HAWK EXPLORATION INC,,,,,,,,,,-0.013,0.047,-0.057,,,,,,3
Materials,Materials,Chemicals,BOC GROUP PLC  -ADR,4.733,97.107,33.598,-170.581,271.531,-88.834,,,,,,,,,,,,6
Materials,Materials,Chemicals,BODISEN BIOTECH INC,0,0,0.004,-0.003,-0.853,4.155,5.547,-11.207,-0.527,4.734,-1.149,-2.74,-0.641,,,,,13
Materials,Materials,Paper & Forest Products,BOISE CASCADE CO,,,,,,,,,,,-22.5,-82.146,-127.948,72.356,45.3,20.947,,6
Materials,Materials,Paper & Forest Products,BOISE CASCADE HOLDINGS LLC,,,,,,-75.174,-43.002,12.454,218.18,11.298,-22.495,-82.147,,,,,,7
Materials,Materials,Containers & Packaging,BOISE INC,,,,,,,,0.186,22.332,46.875,97.44,-69.837,-47.289,,,,,6
Materials,Materials,Metals & Mining,BORNEO RESOURCE INVESTMENTS,,,,,,,,,,,,,-0.23,0.008,0.11,,,3
Materials,Materials,Chemicals,BOUNDLESS CORP,2.412,-0.127,-0.021,0.757,-0.249,-0.11,,,,,,,,,,,,6
Materials,Materials,Paper & Forest Products,BOWATER PULP & PAPER,-3.468,,,,,,,,,,,,,,,,,1
Materials,Materials,Chemicals,BRASKEM SA  -ADR,-52.436,76.174,,168.532,400.64,146.401,-275.794,192.856,311.26,134.233,-35.354,155.014,163.777,444.018,-128.939,870.448,,15
Materials,Materials,Metals & Mining,BRAVADA GOLD CORP,,,,,,,,,,,,,-0.668,-0.011,-0.035,0.005,0.035,5
Materials,Materials,Metals & Mining,BRAZAURO RESOURCES CORP,0.026,0.017,-0.308,1.478,1.271,4.72,-3.485,-0.208,1.118,-0.298,,,,,,,,10
Materials,Materials,Metals & Mining,BRAZIL MINERALS INC,,,,,,,,,,,,,0.842,-0.758,-0.085,0.045,,4
Materials,Materials,Metals & Mining,BREAKWATER RESOURCES LTD,-0.038,-0.876,1.981,-0.037,5.513,5.218,53.779,-18.701,-34.809,19.837,92.732,,,,,,,11
Materials,Materials,Metals & Mining,BRIGUS GOLD CORP,,-0.112,8.331,17.425,-18.904,-6.759,4.385,0.34,-1.755,0,6.425,1.212,10.985,,,,,12
Materials,Materials,Paper & Forest Products,BUCKEYE TECHNOLOGIES INC,11.854,-5.345,43.074,-6.029,-22.742,-17.309,-1.192,6.056,-4.397,11.668,0.06,8.373,7.79,-21.154,,,,14
Materials,Materials,Metals & Mining,BULLION MONARCH MINING INC,,,,,,,,,,-0.676,0.111,0.685,,,,,,3
Materials,Materials,Chemicals,BURCON NUTRASCIENCE CORP,,,,,,,,,,9.275,-2.093,-5.777,0.733,-2.904,0.795,0.061,,7
Materials,Materials,Containers & Packaging,BWAY CORP,0.265,-0.676,19.205,-19.242,27.077,24.564,-0.91,2.444,38.7,-3.4,,,,,,,,10
Materials,Materials,Containers & Packaging,BWAY INTERMEDIATE CO INC,,,,,,24.564,-0.91,2.444,38.7,-3.4,12.6,-18.8,11.6,38.1,,,,9
Materials,Materials,Chemicals,CABOT CORP,603,-274,-205,88,-88,22,8,-35,-25,175,83,-101,-166,-25,-28,10,123,17
Materials,Materials,Metals & Mining,CALEDONIA MINING CORP PLC,0.016,0.009,1.123,1.791,1.904,-4.628,0.191,-1.237,2.923,-1.941,-0.478,8.4,18.333,-4.246,2.941,-12.202,,16
Materials,Materials,Chemicals,CALGON CARBON CORP,0.14,-0.767,0.526,4.861,-0.174,-3.334,0.185,24.673,-13.554,21.279,-4.037,-20.418,4.587,14.781,20.191,0.496,,16
Materials,Materials,Paper & Forest Products,CALIFORNIA ENGELS MINING CO,-0.032,0.011,0.028,-0.059,0.015,0.013,-0.023,0.159,,,,,,,,,,8
Materials,Materials,Metals & Mining,CAMBIOR INC,-2.383,11.038,3.009,10.855,-7.43,-5.438,,,,,,,,,,,,6
Materials,Materials,Metals & Mining,CAMBRIDGE CAPITAL HLDGS INC,1.981,-1.31,-1.115,1.968,-1.628,-0.01,0.49,-5.373,,,,,,,,,,8
Materials,Materials,Metals & Mining,CAMPBELL RESOURCES INC,-9.117,-1.122,0.425,1.021,-2.959,0.498,0.165,-1.508,,,,,,,,,,8
Materials,Materials,Metals & Mining,CANARC RESOURCE CORP,-0.079,-0.028,0.145,1.687,-1.187,-0.226,1.778,-1.634,-0.478,0,0.437,-0.547,0.125,-0.12,0.625,-0.321,,16
Materials,Materials,Metals & Mining,CANYON RESOURCES CORP,0.38,0.557,-1.187,3.709,0.499,1.011,-4.136,,,,,,,,,,,7
Materials,Materials,Metals & Mining,CAPITAL GOLD CORP,-0.057,0.014,0.085,0.097,-0.038,4.073,-1.54,-0.516,8.767,-4.544,5.677,,,,,,,11
Materials,Materials,Containers & Packaging,CARAUSTAR INDUSTRIES INC,-9.871,55.344,-29.93,51.237,4.205,5.396,-94.13,5.526,28.966,,,,,,,,,9
Materials,Materials,Metals & Mining,CARDERO RESOURCE CORP,,,0.677,2.038,10.786,-1.454,-9.531,-3.877,0.381,4.211,45.535,-46.595,-3.845,-1.775,-0.177,0.172,,14
Materials,Materials,Containers & Packaging,CARMEL CONTAINER SYS  -ORD,0.021,-0.005,0.034,0.026,,,,,,,,,,,,,,4
Materials,Materials,Metals & Mining,CARPENTER TECHNOLOGY CORP,4,-1.7,10.9,34.8,23.1,87.2,249.6,-52,102.5,-63.2,-74.7,227.1,-281.5,46.5,-137.5,-50,12,17
Materials,Materials,Metals & Mining,CASABLANCA MINING LTD,,,,,,,,,,0,0.009,0.128,-0.135,,,,,4
Materials,Materials,Metals & Mining,CASSIDY VENTURES INC,,,,,,,,,,,,,-0.032,-0.007,0,,,3
Materials,Materials,Metals & Mining,CASTLE (A M) & CO,-0.499,-0.278,-0.883,1.537,0.651,34.286,-27.866,13.444,-7.693,13.034,8.405,-6.192,-8.917,9.222,-22.375,2.646,,16
Materials,Materials,Chemicals,CATHAY INDUSTRIAL-ADR-REDH,,,,,,,,,,10.491,2.949,,,,,,,2
Materials,Materials,Metals & Mining,CAYDEN RESOURCES INC,,,,,,,,,,,,,-8.834,6.504,,,,2
Materials,Materials,Chemicals,CELANESE AG,-332.335,21.362,76.541,-1.26,130.379,102.493,,,,,,,,,,,,6
Materials,Materials,Chemicals,CELANESE CORP,,,,24,783,-448,401,34,-149,578,-514,-58,277,25,-204,187,,13
Materials,Materials,Construction Materials,CEMENTOS PACASMAYO SAA  -ADR,,,,,,,,,,31.174,15.441,77.919,-115.077,328.558,-135.389,-126.025,,7
