GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AETHLON MEDICAL INC,1.329,0.963,2.664,2.394,1.64,0.65,0.902,1.611,12.046,2.975,4.183,4.362,5.41,1.495,0.113,0.206,,16
Health Care,Health Care Equipment & Services,Health Care Providers & Services,AETNA INC,0.034,0.039,0.041,0.039,0.038,0.036,0.052,0.064,0.107,0.107,0.116,0.114,0.156,0.165,0.161,0.147,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AEVI GENOMIC MEDICINE INC,,,,,,,,,,,1.066,0,0,0,0,0,,6
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AFFIMED NV,,,,,,,,,,,,,10.217,12.73,0.093,0.058,,4
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,AFFYMETRIX INC,0.604,0.638,0.613,0.553,0.24,0.155,0.154,0.385,0.443,0.392,0.207,0.218,0.335,0.286,0.263,0.227,,16
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AFP IMAGING CORP,0.437,0.465,0.366,0.459,0.268,0.083,0,0.234,0.402,,,,,,,,,9
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AGA MEDICAL HOLDINGS INC,,,,,,,,0.951,0.936,0.669,,,,,,,,3
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AGENUS INC,0.039,0.065,0.006,0.113,0.075,0.52,1.035,1.741,1.194,1.082,1.106,1.662,1.235,0.255,0.081,0.473,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,AGILE THERAPEUTICS INC,,,,,,,,,,,,,0.537,1.033,0.271,0.306,,4
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,AGILENT TECHNOLOGIES INC,0.013,0.001,0.14,0.183,0.163,0,0.204,0.276,0.286,0.382,0.381,0.241,0.224,0.253,0.255,0.221,0.245,17
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AGIOS PHARMACEUTICALS,,,,,,,,,,,,0,0,0,0,0,,5
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AHPC HOLDINGS INC,0.116,0.113,0.139,0.049,0.049,0.001,0.002,,,,,,,,,,,7
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AIMMUNE THERAPEUTICS INC,,,,,,,,,,,,,,0,0,0,,3
Health Care,Health Care Equipment & Services,Health Care Providers & Services,AIR METHODS CORP,0.341,0.284,0.455,0.402,0.413,0.338,0.327,0.323,0.306,0.263,0.512,0.564,0.579,0.542,0.474,0.451,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,AKARI THERAPEUTICS PLC -ADR,,,,,,,,,,,,,,,0.157,0,,2
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AKEBIA THERAPEUTICS INC,,,,,,,,,,,,,1.851,0,0,0,,4
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AKERS BIOSCIENCES INC,,,,,,,,,,,,0,0,0.051,0,0,,5
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,AKORN INC,0.485,0.639,0.687,0.302,0.155,0.134,0.007,0.054,0.065,0.129,0,0.328,0.283,0.252,0.59,0.509,,16
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AKSYS LTD,0,0,0,0,0.322,0.792,,,,,,,,,,,,6
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALARIS MEDICAL SYSTEMS INC,0.919,0.916,0.901,0.622,,,,,,,,,,,,,,4
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,ALBANY MOLECULAR RESH INC,0.001,0.023,0.02,0.147,0.141,0.061,0.049,0.036,0.035,0.036,0.041,0.022,0.03,0.279,0.309,0.45,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALCIDE CORP,0.053,0.091,0,,,,,,,,,,,,,,,3
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALCOBRA LTD,,,,,,,,,,,,0,3.294,0,0,0,,5
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALCON INC,0.46,0.376,0.473,0.328,0.221,0.207,0.181,0.257,0.148,0.076,0.04,,,,,,,11
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALDAGEN INC -REDH,,,,,,,0.488,0.469,,,,,,,,,,2
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALDER BIOPHARMACEUTICALS INC,,,,,,,,,,,,,0,0,0,0,,4
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALDEYRA THERAPEUTICS INC,,,,,,,,,,,,,1.367,1.28,0.143,0.046,,4
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALERE INC,,0.28,0.292,0.326,0.337,0.332,0.187,0.284,0.255,0.31,0.379,0.503,0.525,0.544,0.558,0.516,,15
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALEXION PHARMACEUTICALS INC,0.645,0.31,0.35,0.466,0.388,0.605,0.529,0.583,0.302,0.014,0.005,0.001,0.057,0.044,0.039,0.275,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALEXZA PHARMACTCLS INC,,,,,0.042,0.145,0.082,0.073,0.079,0.054,0.272,0.253,0.159,0.245,1.036,4.614,,12
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALIGN TECHNOLOGY INC,0.027,0.012,0.065,0.038,0.014,0,0.076,0,0,0,0,0,0,0,0,0,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALIMERA SCIENCES INC,,,,,,,,,0.741,2.287,0.105,0.154,0.057,0.248,0.312,0.463,,8
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALKERMES PLC,0.569,0.633,0.682,0.454,0.819,0.59,0.279,0.244,0.134,0.099,0,0.31,0.251,0.231,0.186,0.189,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALLERGAN INC,0.327,0.3,0.341,0.341,0.258,0.262,0.296,0.248,0.241,0.2,0.265,0.188,0.17,0.204,0.174,,,15
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALLERGAN PLC,0.208,0.191,0.156,0.22,0.181,0.191,0.327,0.261,0.239,0.243,0.174,0.154,0.456,0.398,0.296,0.315,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALLERGAN SPCLTY THERAPEUTICS,0,,,,,,,,,,,,,,,,,1
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALLIANCE HEALTHCARE SVCS INC,1.175,0.997,0.891,0.925,0.925,0.858,0.797,0.789,0.75,0.752,0.8,0.97,0.997,1.081,1.013,0.937,,16
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALLIANCE MEDICAL CORP,0.174,,,,,,,,,,,,,,,,,1
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,ALLIANCE PHARMACEUTICAL CP,0.311,0.72,0.688,6.605,0.006,1.314,2.965,11.552,74.764,120.943,,,,,,,,10
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALLIED HEALTHCARE INTL INC,0.509,0.729,0.554,0.531,0.229,0.212,0.364,0.217,0,0,0.005,,,,,,,11
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALLIED HEALTHCARE PRODS INC,0.229,0.201,0.255,0.209,0.09,0,0,0,0,0,0,0,0,0,0,0,0,17
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALLION HEALTHCARE INC,0.725,0.53,0.501,0.335,0.084,0.018,0.007,0,0.204,,,,,,,,,9
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALLIQUA BIOMEDICAL INC,,,,,,,,,,,,0,0,0,0,0.135,,5
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALLOS THERAPEUTICS INC,0.001,0,0,0,0,0,0,0,0,0,0,0,,,,,,12
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALLOU HEALTHCARE INC,0.633,0.641,,,,,,,,,,,,,,,,2
Health Care,Health Care Equipment & Services,Health Care Technology,ALLSCRIPTS HEALTHCARE SOLTNS,,,,,,,0.033,0.027,0.068,0.002,0.203,0.147,0.186,0.214,0.23,0.233,,10
Health Care,Health Care Equipment & Services,Health Care Technology,ALLSCRIPTS HLTHCR SOLTNS-OLD,0,0,0,0,0.425,0.373,0.179,0.234,,,,,,,,,,8
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALMA LASERS LTD-REDH,,,,,,0,0.449,,,,,,,,,,,2
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALMOST FAMILY INC,0.302,0.393,0.442,0.378,0.202,0.04,0.289,0.253,0.199,0.025,0.014,0.009,0.005,0.161,0.13,0.259,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALNYLAM PHARMACEUTICALS INC,,,0,0.053,0.109,0.075,0.038,0.014,0,0,0,0,0,0,0,0,,14
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Life Sciences Tools & Services,ALPHA INNOTECH CORP,,,,,,0.439,0.453,0.367,0.486,,,,,,,,,4
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALPHARMA INC  -CL A,0.326,0.444,0.39,0.351,0.35,0.257,0,0.241,,,,,,,,,,8
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALPHATEC HOLDINGS INC,,,,,0.49,0.086,0.064,0.046,0.184,0.188,0.091,0.077,0.109,0.15,0.24,0.549,,12
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALR TECHNOLOGIES INC,3.073,30.964,13.912,21.512,45.627,113.872,61.558,65.352,50.685,,,539.867,350.75,346.912,213.409,,,15
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALSERES PHARMACEUTICALS INC,0,0,0.454,0.219,0,0,3.377,4.149,39.593,44.887,73.015,162.146,6.636,20.312,,,,14
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALSIUS CORP,,,,,,,1.727,0.193,0.223,,,,,,,,,3
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,ALSIUS CORP -REDH,,,,,0.001,0.475,,,,,,,,,,,,2
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALTERNATIVE TECHNOLOGY RES,1.434,0.671,3.855,8.136,,,,,,,,,,,,,,4
Health Care,Health Care Equipment & Services,Health Care Providers & Services,ALTERRA HEALTHCARE CORP,0.914,1.167,1.461,,,,,,,,,,,,,,,3
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,ALTUS PHARMACEUTICALS INC,,,,0.101,0.091,0.147,0.052,0.076,0.142,,,,,,,,,6
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Pharmaceuticals,ALZA CORP,0.389,,,,,,,,,,,,,,,,,1
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMAG PHARMACEUTICALS INC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.403,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMARANTUS BIOSCIENCE HLDGS,,,,,,,,,,,,2.614,1.247,0.701,0,0.267,,5
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMARILLO BIOSCIENCES INC,3.106,5.478,8.607,12.092,15.201,6.623,5.133,9.346,12.5,8.368,8.494,20.635,24.765,21.772,0.912,3.282,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMARIN CORP PLC  -ADR,0.201,0.57,0.505,0.665,0.084,0.001,0,0.05,0.001,0,0,0,0.706,0.939,1.326,1.412,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMBIT BIOSCIENCES CORP,,,,,,,,,,,,0.39,0.216,0,,,,3
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AMEDICA CORP,,,,,,,,,,,,0.718,0.612,0.522,0.465,0.465,,5
Health Care,Health Care Equipment & Services,Health Care Providers & Services,AMEDISYS INC,0.387,0.543,0.204,0.09,0.019,0.156,0.012,0.041,0.307,0.184,0.14,0.169,0.141,0.065,0.174,0.146,,16
Health Care,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,AMER BIOGENETIC SCI  -CL A,0.055,0.023,,,,,,,,,,,,,,,,2
Health Care,Health Care Equipment & Services,Health Care Providers & Services,AMERICA SERVICE GROUP INC,0.352,0.367,0.268,0.022,0,0.061,0.054,0.05,0,0,0,,,,,,,11
Health Care,Health Care Equipment & Services,Health Care Equipment & Supplies,AMERICAN BIO MEDICA CORP,0.013,0.147,0.152,0.1,0.084,0.079,0.105,0.213,0.251,0.298,0.37,0.355,0.387,0.471,0.533,0.506,,16
