GICS Econ Sect (Descr),GICS Ind Group (Descr),GICS Industry (Descr),Company Name,1/1/2000,1/1/2001,1/1/2002,1/1/2003,1/1/2004,1/1/2005,1/1/2006,1/1/2007,1/1/2008,1/1/2009,1/1/2010,1/1/2011,1/1/2012,1/1/2013,1/1/2014,1/1/2015,1/1/2016,ActiveYears
Financials,Insurance,Insurance,ACCEPTANCE INSURANCE COS INC,-2.02,-0.63,-1.08,-3.05,,,,,,,,,,,,,,4
Financials,Banks,Thrifts & Mortgage Finance,ACCESS ANYTIME BANCORP INC,0.33,1.05,0.77,1.03,0.84,,,,,,,,,,,,,5
Financials,Banks,Banks,ACCESS NATIONAL CORP,,,,0.545,0.395,0.75,0.81,0.32,0.46,0.93,0.72,1.11,1.73,1.28,1.33,1.46,1.55,14
Financials,Banks,Thrifts & Mortgage Finance,ACCREDITED HOME LENDERS HLDG,1.29,3.36,4.99,5.61,6.42,7.37,-9.09,,,,,,,,,,,7
Financials,Diversified Financials,Consumer Finance,ACE CASH EXPRESS INC,0.88,0.06,1,1.2,1.55,2.06,1.85,,,,,,,,,,,7
Financials,Insurance,Insurance,ACMAT CORP  -CL A,0.8,0.7,1.33,0.7,1.31,3.77,2.43,2.21,1.19,-1.98,0.69,0.88,0.92,0.89,0.85,0.74,,16
Financials,Banks,Banks,ACNB CORP,,1.388,1.488,1.796,1.551,1.234,1.219,1.32,1.13,1.22,1.42,1.43,1.49,1.56,1.71,1.83,,15
Financials,Diversified Financials,Diversified Financial Services,ACTRADE FINL TECHNOLGIES LTD,1.3,2.35,,,,,,,,,,,,,,,,2
Financials,Banks,Thrifts & Mortgage Finance,ADFITECH INC,,,,,,,,,,,,,,-0.49,-0.3,,,2
Financials,Banks,Banks,ADIRONDACK TRUST CO,,,,,,,,,,,121.5,123.03,123.94,96.67,62.3,76.7,,6
Financials,Banks,Banks,ADMIRALTY BANCORP INC,0.2,0.3,,,,,,,,,,,,,,,,2
Financials,Diversified Financials,Consumer Finance,ADVANCE AMER CASH ADVANCE CT,,,0.78,1.4,1.2,0.76,0.87,0.7,0.6,0.89,0.59,1.1,,,,,,10
Financials,Banks,Thrifts & Mortgage Finance,ADVANCE FINANCIAL BANCORP,0.673,0.74,1.26,1.407,1.84,,,,,,,,,,,,,5
Financials,Diversified Financials,Consumer Finance,ADVANTA CORP  -CL B,0.293,-0.793,-0.42,0.833,1.173,2.953,2.08,1.73,-1.08,,,,,,,,,9
Financials,Diversified Financials,Diversified Financial Services,ADVEST GROUP INC,2.61,,,,,,,,,,,,,,,,,1
Financials,Not Assigned,Real Estate,AEGIS REALTY INC,0.69,0.03,,,,,,,,,,,,,,,,2
Financials,Insurance,Insurance,AEGON NV  -ADR,1.413,1.51,1.087,1.45,1.42,1.93,2.15,2.15,-1.28,-0.23,1.01,-0.08,0.88,0.41,0.28,0.23,,16
Financials,Diversified Financials,Diversified Financial Services,AF OCEAN INVESTMENT MGMT CO,,,,,,,,,,,,,,0,-0.01,0,,3
Financials,Diversified Financials,Capital Markets,AFFILIATED MANAGERS GRP INC,1.693,1.507,1.693,1.9,2.57,3.54,4.83,6.18,0.61,1.44,2.92,3.18,3.36,6.79,8.22,9.49,8.73,17
Financials,Insurance,Insurance,AFFIRMATIVE INS HOLDINGS INC,,,3.87,1.89,1.74,1.16,0.64,0.63,0.09,-2.4,-5.77,-10.66,-3.37,1.99,-2.07,,,13
Financials,Insurance,Insurance,AFLAC INC,1.3,1.31,1.59,1.55,2.56,2.96,2.99,3.35,2.65,3.21,5,4.21,6.14,6.8,6.54,5.88,,16
Financials,Diversified Financials,Capital Markets,AFP PROVIDA SA  -ADR,2.34,2.24,2.14,2.44,2.21,3.06,3.75,4.11,-0.78,7.38,8.98,6.87,9.84,12.08,,,,14
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),AG MORTGAGE INVESTMENT TRUST,,,,,,,,,,,,2.01,7.2,-1.61,3.38,0.01,,5
Financials,Diversified Financials,Diversified Financial Services,AGILITY CAPITAL INC,1.99,-0.65,,,,,,,,,,,,,,,,2
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),AGNC INVESTMENT CORP,,,,,,,,,,6.78,7.89,5.02,4.17,3.28,-0.72,0.54,,7
Financials,Banks,Thrifts & Mortgage Finance,AJS BANCORP INC,,,,,,,,,,,,,-0.009,0.39,0.96,0.04,,4
Financials,Banks,Banks,ALABAMA NATL BANCORPORATION,2.21,2.4,2.89,3.22,3.45,3.87,4.21,,,,,,,,,,,7
Financials,Banks,Thrifts & Mortgage Finance,ALAMOGORDO FINANCIAL CORP,0.67,0.62,0.44,0.52,,,,,,,,,,,,,,4
Financials,Banks,Thrifts & Mortgage Finance,ALASKA PACIFIC BANCSHARS INC,,0.82,3.1,0.86,1.18,1.2,1.71,1.45,-3.54,-3.76,0.82,0.96,0.25,0.02,,,,13
Financials,Banks,Banks,ALBEMARLE FIRST BANK,,-0.27,-0.22,-1.3,0.06,0.15,,,,,,,,,,,,5
Financials,Diversified Financials,Capital Markets,ALCENTRA CAPITAL CORP,,,,,,,,,,,,,1.21,0.76,1.83,0.93,,4
Financials,Banks,Banks,ALERUS FINANCIAL CORP,,,,,,,0.523,0.78,0.697,0.56,0.443,0.803,1.29,1.46,1.44,1.22,,10
Financials,Insurance,Insurance,ALFA CORP,0.855,0.895,0.91,0.98,1.12,1.24,1.32,1.16,,,,,,,,,,8
Financials,Diversified Financials,Capital Markets,ALL MARKETING SOLUTIONS INC,,,,,,,,,,,,,,0,-0.01,,,2
Financials,Insurance,Insurance,ALLCITY INSURANCE CO,-4.35,-2.55,-0.53,,,,,,,,,,,,,,,3
Financials,Insurance,Insurance,ALLEGHANY CORP,3.812,48.876,6.284,18.598,13.389,5.177,27.507,32.667,2.648,29.248,21.853,16.26,45.48,37.44,41.4,35.14,,16
Financials,Insurance,Insurance,ALLEGHANY CORP-PRO FORMA,,,,,,,,,,,32.22,3.51,,,,,,2
Financials,Banks,Banks,ALLEGHENY BANCSHARES INC,,,,,,,,2.8,2.35,2.13,,,,,,,,3
Financials,Banks,Banks,ALLEGHENY VALLEY BANCORP INC,,,,,,,2.777,3.414,4.46,2.749,3.195,2.853,2.512,2.228,3.075,3.306,,10
Financials,Banks,Banks,ALLEGIANCE BANCSHARES INC,,,,,,,,,,,,,,0.55,0.72,1.45,1.78,4
Financials,Banks,Banks,ALLEGIANT BANCORP INC,1.09,1.26,1.36,1.34,,,,,,,,,,,,,,4
Financials,Banks,Banks,ALLIANCE BANCORP INC,1.47,,,,,,,,,,,,,,,,,1
Financials,Banks,Thrifts & Mortgage Finance,ALLIANCE BANCORP NEW ENGLAND,1.264,1.155,1.33,0.54,,,,,,,,,,,,,,4
Financials,Banks,Thrifts & Mortgage Finance,ALLIANCE BANCORP OF PA,0.481,0.401,0.174,0.366,0.36,0.197,0.232,0.183,0.11,0.244,0.195,0.22,0.48,0.29,0.64,,,15
Financials,Banks,Banks,ALLIANCE BANKSHARES CORP,,,0.667,1.078,0.53,0.739,0.81,-0.53,-1.77,-0.73,0.14,-1.17,,,,,,10
Financials,Banks,Banks,ALLIANCE FINANCIAL CORP/NY,1.52,1.71,2,2.28,2.03,2.09,1.92,2.01,2.27,2.25,2.49,2.8,1.92,,,,,13
Financials,Diversified Financials,Capital Markets,ALLIANCEBERNSTEIN HOLDING LP,3.1,2.15,2.14,1.02,2.45,3.04,3.85,4.35,2.79,1.8,1.33,-0.9,0.51,1.72,1.87,1.89,,16
Financials,Diversified Financials,Capital Markets,ALLIANCEBERNSTEIN LP,,,,,,,,,,,1.59,-0.62,0.67,1.89,2.1,2.14,,6
Financials,Insurance,Insurance,ALLIANZ SE  -ADR,1.32,0.6,-0.53,0.6,0.81,1.33,2.26,2.63,1.23,1.49,1.49,0.73,1.5,1.82,1.66,1.59,,16
Financials,Diversified Financials,Capital Markets,ALLIED CAPITAL CORP,1.95,2.19,2.23,1.64,1.92,6.48,1.72,1,-6.01,-2.91,,,,,,,,10
Financials,Banks,Banks,ALLIED IRISH BANKS  -ADR,8.35,5,12.3,9.95,17,17.25,30.8,31.85,11.55,-32.25,-75.75,-0.21,-0.09,-0.04,,,,14
Financials,Insurance,Insurance,ALLIED WORLD ASSURANCE CO AG,,,,,1.113,-0.903,2.49,2.613,1.25,4.087,4.767,2.403,4.557,4.077,5.03,0.91,,12
Financials,Insurance,Insurance,ALLSTATE CORP,2.97,1.62,2.07,3.87,4.82,2.67,7.89,7.83,-3.07,1.58,1.72,1.51,4.71,4.87,6.37,5.12,,16
Financials,Diversified Financials,Consumer Finance,ALLY FINANCIAL INC,,,,,,,,,,,,-2.123,-0.661,-1.51,1.36,-3.47,,5
Financials,Insurance,Insurance,ALPHASTAR INSURANCE GRP LTD,-1.69,-1.59,,,,,,,,,,,,,,,,2
Financials,Insurance,Insurance,ALTERRA CAPITAL HOLDINGS LTD,0.36,0.08,-0.15,2.91,2.93,0.2,3.64,5.06,-3.1,4.32,3.19,0.62,1.47,,,,,13
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),ALTISOURCE RESIDENTIAL CORP,,,,,,,,,,,,,,1.67,3.36,-0.81,,3
Financials,Banks,Banks,AMB FINANCIAL CORP,0.744,0.888,1.024,1.31,0.94,0.9,0.64,0.05,-0.29,-1.81,0.2,0.2,0.63,0.66,1.02,1.33,,16
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMB PROPERTY CORP,1.35,1.49,1.03,0.81,0.86,1.52,1.8,2.3,-0.69,-1.02,-0.08,,,,,,,11
Financials,Insurance,Insurance,AMBAC FINANCIAL GROUP INC,3.49,4.1,4.08,5.9,6.62,6.94,8.22,-31.56,-22.31,-0.05,-2.56,-6.48,-0.85,85.64,10.73,10.92,,16
Financials,Banks,Banks,AMBANC HOLDING CO INC,0.77,,,,,,,,,,,,,,,,,1
Financials,Insurance,Insurance,AMCOMP INC,,,,0.06,0.32,1.08,1.06,1.2,,,,,,,,,,5
Financials,Banks,Banks,AMCORE FINANCIAL INC,1.6,1.66,1.76,1.75,1.83,1.93,1.92,1.23,-4.32,-9.78,,,,,,,,10
Financials,Banks,Banks,AMEGY BANCORPORATION INC,0.67,0.8,0.885,0.89,0.99,,,,,,,,,,,,,5
Financials,Banks,Thrifts & Mortgage Finance,AMER BUSINESS FINL SVCS INC,1.345,1.803,2.322,-8.874,-34.07,,,,,,,,,,,,,5
Financials,Insurance,Insurance,AMER COUNTRY HOLDINGS INC,-0.29,-1.26,,,,,,,,,,,,,,,,2
Financials,Banks,Thrifts & Mortgage Finance,AMER INSD MTG SER 85  -LP,0.71,0.71,0.57,0.44,0.3,,,,,,,,,,,,,5
Financials,Banks,Thrifts & Mortgage Finance,AMER INSD MTG SER 86  -LP,0.72,0.3,0.21,,,,,,,,,,,,,,,3
Financials,Banks,Thrifts & Mortgage Finance,AMER INSD MTG SER 88  -LP,0.51,0.49,0.34,,,,,,,,,,,,,,,3
Financials,Banks,Thrifts & Mortgage Finance,AMER INSURED MTG INVS  -LP,0.2,0.19,0.18,,,,,,,,,,,,,,,3
Financials,Banks,Banks,AMERIANA BANCORP,1.13,1.21,-0.98,0.77,0.45,0.65,-0.31,0.39,0.25,-0.09,0.19,0.38,0.62,0.73,0.79,,,15
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICA FIRST APT INVESTORS,,,,,-1.07,-1.34,-0.03,,,,,,,,,,,3
Financials,Banks,Thrifts & Mortgage Finance,AMERICA FIRST MULTIFAMILY-LP,,,,,0.52,0.58,0.74,0.34,0.2,0.15,0.07,-0.04,0.09,0.32,0.25,0.34,,12
Financials,Not Assigned,Real Estate,AMERICA FIRST REIT PRTNER LP,0.69,0.54,0.39,1.21,,,,,,,,,,,,,,4
Financials,Diversified Financials,Capital Markets,AMERICAN ASSET DEVELOPMENT,,-360,-64.4,-3.6,-0.4,0,-0.04,-0.12,-0.05,-0.02,,,,,,,,10
Financials,Banks,Thrifts & Mortgage Finance,AMERICAN ASSET MGMT CORP,-0.32,-0.4,-0.1,-0.08,-0.34,,,,,,,,,,,,,5
Financials,Banks,Thrifts & Mortgage Finance,AMERICAN BANCORP NJ INC,,,,,0.157,0.149,0.16,0.05,0.12,,,,,,,,,7
Financials,Banks,Banks,AMERICAN BANCORP/OH,1.5,,,,,,,,,,,,,,,,,1
Financials,Banks,Banks,AMERICAN BANK CT WATERBURY,2.36,,,,,,,,,,,,,,,,,1
Financials,Banks,Banks,AMERICAN BANK INC/PA,,0.22,0.42,0.41,0.44,0.48,0.46,,,,,,,,,,,6
Financials,Banks,Banks,AMERICAN BUSINESS BANK/CA,,,,,,,,,,,,,1.694,2.091,1.755,1.836,,4
Financials,Diversified Financials,Capital Markets,AMERICAN CAPITAL LTD,-0.2,0.59,0.51,2.16,3.69,3.68,6.63,4.03,-15.29,-3.77,3.06,2.83,3.55,0.63,1.62,-0.7,,16
Financials,Diversified Financials,Capital Markets,AMERICAN CAPITAL SR FLTG LTD,,,,,,,,,,,,,,,0.38,-1.47,,2
Financials,Banks,Banks,AMERICAN CMNTY BANCSHARES,-0.042,0.279,0.34,0.327,0.56,0.707,0.62,0.74,-0.41,,,,,,,,,9
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN COMMUNITY PPTYS TR,0.71,0.73,0.72,0.96,0.55,1.45,0.88,-0.1,-2.18,,,,,,,,,9
Financials,Insurance,Insurance,AMERICAN EQTY INVT LIFE HLDG,,0.1,0.87,1.45,0.77,1.09,1.34,0.51,0.39,1.22,0.73,1.45,0.94,3.86,1.69,2.78,,15
Financials,Diversified Financials,Consumer Finance,AMERICAN EXPRESS CO,2.12,0.99,2.02,2.34,2.79,2.61,3.08,3.45,2.49,1.55,3.37,4.11,3.91,4.91,5.58,5.07,,16
Financials,Insurance,Insurance,AMERICAN FINANCIAL GROUP INC,-0.533,-0.047,1.213,3.02,3.333,1.8,3.63,3.24,1.71,4.49,4.38,3.39,5.18,5.27,5.07,4.02,,16
Financials,Banks,Banks,AMERICAN FINANCIAL HLDGS INC,1.19,1.4,,,,,,,,,,,,,,,,2
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN FINANCIAL REALTY TR,,,0.13,-0.35,-0.24,-0.79,-1.04,-0.65,,,,,,,,,,6
Financials,Insurance,Insurance,AMERICAN GENERAL CORP,2.01,,,,,,,,,,,,,,,,,1
Financials,Insurance,Insurance,AMERICAN INDEPENDENCE CORP,-2.61,-6.48,-1.05,1.5,0.67,0.65,0.18,0.13,0.12,0.31,0.25,0.29,1.16,0.43,0.65,0.44,,16
Financials,Not Assigned,Real Estate,AMERICAN INDL PPTYS REIT,2.21,,,,,,,,,,,,,,,,,1
Financials,Insurance,Insurance,AMERICAN INTERNATIONAL GROUP,48.6,42,42.2,71,76.6,80.6,107.6,48,-756.8,-17.43,14.65,8.6,4.44,6.11,5.31,1.69,,16
Financials,Insurance,Insurance,AMERICAN INTL GRP-PRO FORMA,2.53,,,,,,,,,,,,,,,,,1
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN LAND LEASE INC,0.16,0.9,0.88,1.3,1.23,1.42,1.16,0.4,,,,,,,,,,8
Financials,Insurance,Insurance,AMERICAN MEDICAL SECURITY GP,0.18,0.3,1.72,2.15,,,,,,,,,,,,,,4
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN MORTGAGE ACCEPTANCE,0.86,1.35,1.61,1.52,1.35,1.83,0.25,-7.45,,,,,,,,,,8
Financials,Insurance,Insurance,AMERICAN NATIONAL INSURANCE,5.29,2.45,0.64,6.88,9.65,8.91,10.32,9.09,-6.52,0.59,5.47,7.24,7.15,10.02,9.22,9.04,,16
Financials,Banks,Banks,AMERICAN NATL BANKSHARES,1.42,1.58,1.63,1.67,1.43,1.83,1.91,1.86,1.32,1.12,1.35,1.64,2.04,2,1.62,1.73,1.89,17
Financials,Insurance,Insurance,AMERICAN OVERSEAS GROUP LTD,,,,,910,720,,,,980,450,34,-860,401,,371.96,,12
Financials,Banks,Banks,AMERICAN PACIFIC BANK  -CL B,0.32,0.36,0.73,0.85,,,,,,,,,,,,,,4
Financials,Insurance,Insurance,AMERICAN PHYSICIANS CAPITAL,0.535,-1.975,-0.505,-4.51,1.185,4.24,2.692,3.615,3.517,3.73,,,,,,,,10
Financials,Insurance,Insurance,AMERICAN PHYSICIANS SVC GP,-0.56,-0.85,1.53,1.26,0.85,2.03,1.15,3.8,2.69,3.3,,,,,,,,10
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN REALTY CAP HLTHCR,,,,,,,,,,,,,-0.43,-0.15,,,,2
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN REALTY CAPITAL TR,,,,,,,,,,,-0.06,-0.15,,,,,,2
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICAN RESIDENTIAL PPTYS,,,,,,,,,,,,,-0.19,-0.78,-1.15,,,3
Financials,Banks,Banks,AMERICAN RIVER BANKSHARES,0.706,0.791,0.883,0.932,1.073,1.408,1.415,1.4,1.3,0.26,0.05,0.25,0.34,0.34,0.54,0.7,0.95,17
Financials,Banks,Banks,AMERICAN RIVIERA BANK,,,,,,,,,,,,,0.47,0.55,0.59,0.48,,4
Financials,Insurance,Insurance,AMERICAN SAFETY INS HLDG LTD,-0.25,0.87,0.52,1.45,2.15,2.18,2.35,2.65,0.03,2.36,2.96,1.04,1.18,,,,,13
Financials,Banks,Banks,AMERICANWEST BANCORP,0.751,0.924,1.132,1.391,0.93,1.33,0.68,0.54,-11.18,-4.13,,,,,,,,10
Financials,Banks,Banks,AMERICASBANK CORP,,,,-29.48,-1.92,-0.33,-0.18,-0.86,,,,,,,,,,5
Financials,Insurance,Insurance,AMERICO LIFE INC,,,,,,,,,,,,,,,,,,3
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERICOLD REALTY TRUST -REDH,,,,,,,,-0.44,-0.29,,,,,,,,,2
Financials,Diversified Financials,Capital Markets,AMERIPRISE FINANCIAL INC,,,,2.98,3.49,2.26,2.56,3.45,-0.17,2.98,4.26,4.71,4.71,6.58,8.46,8.6,,13
Financials,Banks,Banks,AMERIS BANCORP,0.965,0.851,0.851,0.997,1.086,1.119,1.663,1.089,-0.302,-3.23,-0.35,0.76,0.46,0.76,1.48,1.29,2.1,17
Financials,Insurance,Insurance,AMERISAFE INC,,,,0.49,0.61,0.34,1.88,2.52,2.19,2.27,1.79,1.32,1.62,2.37,2.88,3.72,,13
Financials,Banks,Banks,AMERISERV FINANCIAL INC/PA,0.13,0.15,-0.37,0.04,-0.58,-0.44,0.11,0.14,0.25,-0.28,0.01,0.24,0.21,0.26,0.15,0.31,,16
Financials,Diversified Financials,Capital Markets,AMERITRANS CAPITAL CORP,0.12,0.33,0.54,0.03,-0.35,-0.11,-0.21,-0.09,-0.26,-1.68,-2,-1.81,-1.71,,,,,13
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMERIVEST PROPERTIES INC,1.07,0.32,-0.02,-0.13,-0.29,-0.59,,,,,,,,,,,,6
Financials,Insurance,Insurance,AMERUS GROUP CO  -CL A,2.44,2.15,1.57,4.1,4.81,4.84,,,,,,,,,,,,6
Financials,Banks,Banks,AMES NATIONAL CORP,,1.127,1.21,1.237,1.317,1.23,1.16,1.17,0.67,0.95,1.37,1.48,1.52,1.5,1.64,1.61,1.69,16
Financials,Not Assigned,Real Estate,AMLI RESIDENTIAL PPTYS TR,4,2.18,0.8,0.52,-0.35,,,,,,,,,,,,,5
Financials,Banks,Thrifts & Mortgage Finance,AMNET MORTGAGE INC,-0.77,-2.15,0.2,3.69,-0.83,,,,,,,,,,,,,5
Financials,Not Assigned,Real Estate Investment Trusts (REITs) - Discontinued Effective 08/31/2016,AMREIT INC,-0.09,0.34,-0.62,-0.23,-1.15,-1.09,-0.72,-1.09,-1.42,-2.14,-0.06,0.16,0.32,0.65,,,,14
Financials,Diversified Financials,Diversified Financial Services,AMRESCO INC,-32.35,,,,,,,,,,,,,,,,,1
Financials,Banks,Banks,AMSOUTH BANCORPORATION,0.86,1.46,1.7,1.79,1.77,2.07,,,,,,,,,,,,6
Financials,Banks,Thrifts & Mortgage Finance,AMSTAR FINANCIAL SERVICES,,-750,-300,,,,,,,,,,,,,,,3
Financials,Insurance,Insurance,AMTRUST FINANCIAL SERVICES,,,,,,0.331,0.355,0.62,0.57,0.719,0.988,1.178,1.214,1.93,2.89,2.86,,11
Financials,Insurance,Insurance,AMWINS GROUP INC -REDH,,,,,0.31,0.11,,,,,,,,,,,,2
Financials,Banks,Thrifts & Mortgage Finance,ANCHOR BANCORP WISCONSIN INC,1.19,1.59,2.06,2.07,2.14,2.07,1.82,1.48,-10.94,-8.97,-2.57,-2.37,-2.27,12.18,1.61,14.64,,16
Financials,Banks,Banks,ANCHOR BANCORP-PRO FORMA,1.14,,,,,,,,,,,,,,,,,1
Financials,Banks,Banks,ANCHOR BANCORP/WA,,,,,,,,,,-5.1,0.11,-2.46,-0.7,-0.1,0.17,3.97,0.2,8
Financials,Banks,Banks,ANDOVER BANCORP INC/DE,3.09,,,,,,,,,,,,,,,,,1
Financials,Diversified Financials,Diversified Financial Services,ANFI INC,0.204,1.2,,,,,,,,,,,,,,,,2
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),ANNALY CAPITAL MANAGEMENT,1.18,2.23,2.68,1.95,2.04,-0.19,0.44,1.32,0.64,3.55,2.12,0.37,1.74,3.86,-0.96,0.42,,16
Financials,Banks,Banks,ANNAPOLIS BANCORP INC,0.236,0.128,0.308,0.42,0.54,0.73,0.72,0.6,0.37,-0.56,0.29,0.43,0.71,,,,,13
Financials,Insurance,Insurance,ANNUITY AND LIFE RE HOLDINGS,1.57,-1.45,-5.01,-5.11,-2.63,-0.73,-0.05,-0.68,-0.06,,,,,,,,,9
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),ANWORTH MTG ASSET CORP,0.54,1.52,1.81,1.52,1.23,0.53,-0.4,-0.21,0.6,1.18,0.89,0.91,0.68,0.49,0.18,0.08,,16
Financials,Insurance,Insurance,AON PLC,1.84,0.54,1.65,2.08,1.8,1.99,1.98,2.25,2.18,2.25,2.5,2.91,3.03,3.57,4.73,4.93,,16
Financials,Not Assigned,Real Estate,APEX MORTGAGE CAPITAL INC,-4.91,2.89,2.02,,,,,,,,,,,,,,,3
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),APOLLO COMMERCIAL RE FIN INC,,,,,,,,,,,0.87,1.35,1.64,1.26,1.72,1.54,,6
Financials,Diversified Financials,Capital Markets,APOLLO GLOBAL MANAGEMENT LLC,,,,,,,,,,-1.3,0.67,-4.01,2.06,4.06,0.62,0.61,,7
Financials,Diversified Financials,Capital Markets,APOLLO INVESTMENT CORP,,,,,0.71,1.9,3.64,-0.3,-4.39,1.65,0.93,-0.44,0.51,1.21,0.32,-0.19,,12
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),APOLLO RESIDENTIAL MTG INC,,,,,,,,,,,,,8.36,-2.02,2.55,-0.81,,4
Financials,Banks,Thrifts & Mortgage Finance,APPALACHIAN BANCSHARES INC,,,,0.86,1.09,1.24,1.16,1.06,-0.53,,,,,,,,,6
Financials,Diversified Financials,Mortgage Real Estate Investment Trusts (REITs),ARBOR REALTY TRUST INC,,,,,1.81,2.99,2.94,4.44,-3.54,-8.9,4.4,-1.5,0.6,0.4,1.71,0.9,,12
Financials,Insurance,Insurance,ARCH CAPITAL GROUP LTD,-0.203,0.57,0.913,3.55,3.347,2.42,3.153,3.907,1.423,4.763,5.427,3.1,4.15,5.24,6.21,4.24,,16
Financials,Diversified Financials,Diversified Financial Services,ARCHIPELAGO HOLDINGS INC,,,-1.14,0.05,1.47,0.27,,,,,,,,,,,,4
